"id","model","field_id/name","field_id/ttype"
"","","price","char"
"","","price_discount","float"
"","","pricelist_id","many2one"
"","","price_max_margin","float"
"","","price_min_margin","float"
"","","price_round","float"
"","","price_surcharge","float"
"","","product_id","many2one"
"","","product_tmpl_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"account_check_printing.model_print_prenumbered_checks","print.prenumbered.checks","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","next_check_number","integer"
"","","write_date","datetime"
"","","write_uid","many2one"
"purchase.model_procurement_group","procurement.group","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","move_type","selection"
"","","name","char"
"","","partner_id","many2one"
"","","sale_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"purchase.model_procurement_rule","procurement.rule","action","selection"
"","","active","boolean"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","delay","integer"
"","","display_name","char"
"","","group_id","many2one"
"","","group_propagation_option","selection"
"","","id","integer"
"","","__last_update","datetime"
"","","location_id","many2one"
"","","location_src_id","many2one"
"","","name","char"
"","","partner_address_id","many2one"
"","","picking_type_id","many2one"
"","","procure_method","selection"
"","","propagate","boolean"
"","","propagate_warehouse_id","many2one"
"","","route_id","many2one"
"","","route_sequence","integer"
"","","sequence","integer"
"","","warehouse_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"product.model_product_attribute","product.attribute","attribute_line_ids","one2many"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","create_variant","boolean"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","sequence","integer"
"","","value_ids","one2many"
"","","write_date","datetime"
"","","write_uid","many2one"
"product.model_product_attribute_line","product.attribute.line","attribute_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","product_tmpl_id","many2one"
"","","value_ids","many2many"
"","","write_date","datetime"
"","","write_uid","many2one"
"product.model_product_attribute_price","product.attribute.price","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","price_extra","float"
"","","product_tmpl_id","many2one"
"","","value_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"product.model_product_attribute_value","product.attribute.value","attribute_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","price_extra","float"
"","","price_ids","one2many"
"","","product_ids","many2many"
"","","sequence","integer"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_product_category","product.category","child_id","one2many"
"","","complete_name","char"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","parent_id","many2one"
"","","parent_left","integer"
"","","parent_right","integer"
"","","product_count","integer"
"","","property_account_creditor_price_difference_categ","many2one"
"","","property_account_expense_categ_id","many2one"
"","","property_account_income_categ_id","many2one"
"","","property_cost_method","selection"
"","","property_stock_account_input_categ_id","many2one"
"","","property_stock_account_output_categ_id","many2one"
"","","property_stock_journal","many2one"
"","","property_stock_valuation_account_id","many2one"
"","","property_valuation","selection"
"","","removal_strategy_id","many2one"
"","","route_ids","many2many"
"","","total_route_ids","many2many"
"","","write_date","datetime"
"","","write_uid","many2one"
"product.model_product_price_history","product.price.history","company_id","many2one"
"","","cost","float"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","datetime","datetime"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","product_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"product.model_product_uom","product.uom","active","boolean"
"","","category_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","factor","float"
"","","factor_inv","float"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","rounding","float"
"","","uom_type","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"product.model_product_uom_categ","product.uom.categ","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"project.model_project_task_merge_wizard","project.task.merge.wizard","create_date","datetime"
"","","create_new_task","boolean"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","target_project_id","many2one"
"","","target_task_id","many2one"
"","","target_task_name","char"
"","","task_ids","many2many"
"","","user_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"mail.model_publisher_warranty_contract","publisher_warranty.contract","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"purchase.model_purchase_order_line","purchase.order.line","account_analytic_id","many2one"
"","","analytic_tag_ids","many2many"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","currency_id","many2one"
"","","date_order","datetime"
"","","date_planned","datetime"
"","","display_name","char"
"","","id","integer"
"","","invoice_lines","one2many"
"","","__last_update","datetime"
"","","move_dest_ids","one2many"
"","","move_ids","one2many"
"","","name","text"
"","","order_id","many2one"
"","","orderpoint_id","many2one"
"","","partner_id","many2one"
"","","price_subtotal","monetary"
"","","price_tax","float"
"","","price_total","monetary"
"","","price_unit","float"
"","","product_id","many2one"
"","","product_image","binary"
"","","product_qty","float"
"","","product_uom","many2one"
"","","qty_invoiced","float"
"","","qty_received","float"
"","","sequence","integer"
"","","state","selection"
"","","taxes_id","many2many"
"","","write_date","datetime"
"","","write_uid","many2one"
"purchase.model_purchase_report","purchase.report","account_analytic_id","many2one"
"","","category_id","many2one"
"","","commercial_partner_id","many2one"
"","","company_id","many2one"
"","","country_id","many2one"
"","","currency_id","many2one"
"","","date_approve","date"
"","","date_order","datetime"
"","","delay","float"
"","","delay_pass","float"
"","","display_name","char"
"","","fiscal_position_id","many2one"
"","","id","integer"
"","","__last_update","datetime"
"","","nbr_lines","integer"
"","","negociation","float"
"","","partner_id","many2one"
"","","picking_type_id","many2one"
"","","price_average","float"
"","","price_standard","float"
"","","price_total","float"
"","","product_id","many2one"
"","","product_tmpl_id","many2one"
"","","product_uom","many2one"
"","","state","selection"
"","","unit_quantity","float"
"","","user_id","many2one"
"","","volume","float"
"","","weight","float"
"stock.model_stock_location_path","stock.location.path","active","boolean"
"","","auto","selection"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","delay","integer"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","location_dest_id","many2one"
"","","location_from_id","many2one"
"","","name","char"
"","","picking_type_id","many2one"
"","","propagate","boolean"
"","","route_id","many2one"
"","","route_sequence","integer"
"","","sequence","integer"
"","","warehouse_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_product_putaway","product.putaway","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","fixed_location_ids","one2many"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_quant","stock.quant","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","in_date","datetime"
"","","__last_update","datetime"
"","","location_id","many2one"
"","","lot_id","many2one"
"","","owner_id","many2one"
"","","package_id","many2one"
"","","product_id","many2one"
"","","product_tmpl_id","many2one"
"","","product_uom_id","many2one"
"","","quantity","float"
"","","reserved_quantity","float"
"","","write_date","datetime"
"","","write_uid","many2one"
"im_livechat.model_rating_rating","rating.rating","access_token","char"
"","","consumed","boolean"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","feedback","text"
"","","id","integer"
"","","__last_update","datetime"
"","","message_id","many2one"
"","","parent_res_id","integer"
"","","parent_res_model","char"
"","","parent_res_model_id","many2one"
"","","parent_res_name","char"
"","","partner_id","many2one"
"","","rated_partner_id","many2one"
"","","rating","float"
"","","rating_image","binary"
"","","rating_text","selection"
"","","res_id","integer"
"","","res_model","char"
"","","res_model_id","many2one"
"","","res_name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"rating.model_rating_mixin","rating.mixin","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","rating_count","integer"
"","","rating_ids","one2many"
"","","rating_last_feedback","text"
"","","rating_last_image","binary"
"","","rating_last_value","float"
"crm.model_crm_lost_reason","crm.lost.reason","active","boolean"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_account_register_payments","account.register.payments","amount","monetary"
"","","check_amount_in_words","char"
"","","check_manual_sequencing","boolean"
"","","check_number","integer"
"","","communication","char"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","currency_id","many2one"
"","","display_name","char"
"","","hide_payment_method","boolean"
"","","id","integer"
"","","invoice_ids","many2many"
"","","journal_id","many2one"
"","","__last_update","datetime"
"","","multi","boolean"
"","","partner_id","many2one"
"","","partner_type","selection"
"","","payment_date","date"
"","","payment_method_code","char"
"","","payment_method_id","many2one"
"","","payment_type","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_product_removal","product.removal","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","method","char"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_report_account_report_agedpartnerbalance","report.account.report_agedpartnerbalance","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"account.model_report_account_report_financial","report.account.report_financial","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"account.model_report_account_report_generalledger","report.account.report_generalledger","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"account.model_report_account_report_journal","report.account.report_journal","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"account.model_report_account_report_overdue","report.account.report_overdue","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"account.model_report_account_report_partnerledger","report.account.report_partnerledger","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"account.model_report_account_report_tax","report.account.report_tax","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"account.model_report_account_report_trialbalance","report.account.report_trialbalance","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"base.model_report_base_report_irmodulereference","report.base.report_irmodulereference","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"hr_holidays.model_report_hr_holidays_report_holidayssummary","report.hr_holidays.report_holidayssummary","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"product.model_report_product_report_pricelist","report.product.report_pricelist","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"sale.model_report_sale_report_saleproforma","report.sale.report_saleproforma","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"stock.model_report_stock_forecast","report.stock.forecast","cumulative_quantity","float"
"","","date","date"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","product_id","many2one"
"","","product_tmpl_id","many2one"
"","","quantity","float"
"base.model_res_config","res.config","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_res_config_installer","res.config.installer","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","write_date","datetime"
"","","write_uid","many2one"
"account.model_res_config_settings","res.config.settings","account_hide_setup_bar","boolean"
"","","alias_domain","char"
"","","auth_signup_reset_password","boolean"
"","","auth_signup_template_user_id","many2one"
"","","auth_signup_uninvited","selection"
"","","auto_done_setting","boolean"
"","","chart_template_id","many2one"
"","","code_digits","integer"
"","","company_currency_id","many2one"
"","","company_id","many2one"
"","","company_share_partner","boolean"
"","","company_share_product","boolean"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","crm_alias_prefix","char"
"","","currency_exchange_journal_id","many2one"
"","","currency_id","many2one"
"","","default_custom_report_footer","boolean"
"","","default_deposit_product_id","many2one"
"","","default_external_email_server","boolean"
"","","default_invoice_policy","selection"
"","","default_picking_policy","selection"
"","","default_purchase_method","selection"
"","","default_purchase_tax_id","many2one"
"","","default_sale_tax_id","many2one"
"","","default_user_rights","boolean"
"","","display_name","char"
"","","external_report_layout","selection"
"","","fail_counter","integer"
"","","generate_lead_from_alias","boolean"
"","","group_analytic_account_for_purchases","boolean"
"","","group_analytic_accounting","boolean"
"","","group_cash_rounding","boolean"
"","","group_discount_per_so_line","boolean"
"","","group_display_incoterm","boolean"
"","","group_manage_vendor_price","boolean"
"","","group_mass_mailing_campaign","boolean"
"","","group_multi_company","boolean"
"","","group_multi_currency","boolean"
"","","group_pricelist_item","boolean"
"","","group_product_pricelist","boolean"
"","","group_product_variant","boolean"
"","","group_proforma_sales","boolean"
"","","group_route_so_lines","boolean"
"","","group_sale_delivery_address","boolean"
"","","group_sale_layout","boolean"
"","","group_sale_pricelist","boolean"
"","","group_show_price_subtotal","boolean"
"","","group_show_price_total","boolean"
"","","group_stock_adv_location","boolean"
"","","group_stock_multi_locations","boolean"
"","","group_stock_multi_warehouses","boolean"
"","","group_stock_packaging","boolean"
"","","group_stock_production_lot","boolean"
"","","group_stock_tracking_lot","boolean"
"","","group_stock_tracking_owner","boolean"
"","","group_subtask_project","boolean"
"","","group_uom","boolean"
"","","group_use_lead","boolean"
"","","group_warning_account","boolean"
"","","group_warning_purchase","boolean"
"","","group_warning_sale","boolean"
"","","group_warning_stock","boolean"
"","","has_accounting_entries","boolean"
"","","has_chart_of_accounts","boolean"
"","","id","integer"
"","","is_installed_sale","boolean"
"","","__last_update","datetime"
"","","leave_timesheet_project_id","many2one"
"","","leave_timesheet_task_id","many2one"
"","","lock_confirmed_po","boolean"
"","","module_account_3way_match","boolean"
"","","module_account_accountant","boolean"
"","","module_account_asset","boolean"
"","","module_account_bank_statement_import_camt","boolean"
"","","module_account_bank_statement_import_csv","boolean"
"","","module_account_bank_statement_import_ofx","boolean"
"","","module_account_bank_statement_import_qif","boolean"
"","","module_account_batch_deposit","boolean"
"","","module_account_budget","boolean"
"","","module_account_deferred_revenue","boolean"
"","","module_account_payment","boolean"
"","","module_account_plaid","boolean"
"","","module_account_reports","boolean"
"","","module_account_reports_followup","boolean"
"","","module_account_sepa","boolean"
"","","module_account_sepa_direct_debit","boolean"
"","","module_account_taxcloud","boolean"
"","","module_account_yodlee","boolean"
"","","module_auth_ldap","boolean"
"","","module_auth_oauth","boolean"
"","","module_base_gengo","boolean"
"","","module_base_import","boolean"
"","","module_crm_phone_validation","boolean"
"","","module_currency_rate_live","boolean"
"","","module_delivery","boolean"
"","","module_delivery_bpost","boolean"
"","","module_delivery_dhl","boolean"
"","","module_delivery_fedex","boolean"
"","","module_delivery_ups","boolean"
"","","module_delivery_usps","boolean"
"","","module_google_calendar","boolean"
"","","module_google_drive","boolean"
"","","module_google_spreadsheet","boolean"
"","","module_hr_org_chart","boolean"
"","","module_hr_timesheet","boolean"
"","","module_inter_company_rules","boolean"
"","","module_l10n_eu_service","boolean"
"","","module_l10n_us_check_printing","boolean"
"","","module_pad","boolean"
"","","module_print_docsaway","boolean"
"","","module_procurement_jit","selection"
"","","module_product_email_template","boolean"
"","","module_product_expiry","boolean"
"","","module_product_margin","boolean"
"","","module_project_forecast","boolean"
"","","module_project_timesheet_holidays","boolean"
"","","module_project_timesheet_synchro","boolean"
"","","module_purchase_requisition","boolean"
"","","module_rating_project","boolean"
"","","module_sale_coupon","boolean"
"","","module_sale_margin","boolean"
"","","module_sale_order_dates","boolean"
"","","module_sale_payment","boolean"
"","","module_sale_timesheet","boolean"
"","","module_stock_barcode","boolean"
"","","module_stock_dropshipping","boolean"
"","","module_stock_landed_costs","boolean"
"","","module_stock_picking_batch","boolean"
"","","module_voip","boolean"
"","","module_web_clearbit","boolean"
"","","module_website_quote","boolean"
"","","module_website_sale_digital","boolean"
"","","multi_sales_price","boolean"
"","","multi_sales_price_method","selection"
"","","paperformat_id","many2one"
"","","po_double_validation","selection"
"","","po_double_validation_amount","monetary"
"","","po_lead","float"
"","","po_lock","selection"
"","","po_order_approval","boolean"
"","","portal_confirmation","boolean"
"","","portal_confirmation_options","selection"
"","","propagation_minimum_delta","integer"
"","","report_footer","text"
"","","resource_calendar_id","many2one"
"","","sale_note","text"
"","","sale_pricelist_setting","selection"
"","","sale_show_tax","selection"
"","","security_lead","float"
"","","tax_calculation_rounding_method","selection"
"","","tax_cash_basis_journal_id","many2one"
"","","tax_exigibility","boolean"
"","","use_po_lead","boolean"
"","","use_propagation_minimum_delta","boolean"
"","","use_sale_note","boolean"
"","","use_security_lead","boolean"
"","","vat_check_vies","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"resource.model_resource_calendar","resource.calendar","attendance_ids","one2many"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","global_leave_ids","one2many"
"","","id","integer"
"","","__last_update","datetime"
"","","leave_ids","one2many"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"resource.model_resource_resource","resource.resource","active","boolean"
"","","calendar_id","many2one"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","resource_type","selection"
"","","time_efficiency","float"
"","","user_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"resource.model_resource_mixin","resource.mixin","company_id","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","resource_calendar_id","many2one"
"","","resource_id","many2one"
"base.model_res_partner_title","res.partner.title","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","shortcut","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_res_request_link","res.request.link","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","object","char"
"","","priority","integer"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_res_users_log","res.users.log","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","write_date","datetime"
"","","write_uid","many2one"
"purchase.model_stock_return_picking","stock.return.picking","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","location_id","many2one"
"","","move_dest_exists","boolean"
"","","original_location_id","many2one"
"","","parent_location_id","many2one"
"","","picking_id","many2one"
"","","product_return_moves","one2many"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_scheduler_compute","stock.scheduler.compute","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","write_date","datetime"
"","","write_uid","many2one"
"sale.model_sale_layout_category","sale.layout_category","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","pagebreak","boolean"
"","","sequence","integer"
"","","subtotal","boolean"
"","","write_date","datetime"
"","","write_uid","many2one"
"sale.model_sale_advance_payment_inv","sale.advance.payment.inv","advance_payment_method","selection"
"","","amount","float"
"","","count","integer"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","deposit_account_id","many2one"
"","","deposit_taxes_id","many2many"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","product_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"autosales.model_sale_order_line","sale.order.line","amt_invoiced","monetary"
"","","amt_to_invoice","monetary"
"","","analytic_tag_ids","many2many"
"","","autosales_base_order_line","many2one"
"","","autosales_line","boolean"
"","","company_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","currency_id","many2one"
"","","customer_lead","float"
"","","discount","float"
"","","display_name","char"
"","","id","integer"
"","","invoice_lines","many2many"
"","","invoice_status","selection"
"","","is_downpayment","boolean"
"","","is_service","boolean"
"","","__last_update","datetime"
"","","layout_category_id","many2one"
"","","layout_category_sequence","integer"
"","","move_ids","one2many"
"","","name","text"
"","","order_id","many2one"
"","","order_partner_id","many2one"
"","","price_reduce","float"
"","","price_reduce_taxexcl","monetary"
"","","price_reduce_taxinc","monetary"
"","","price_subtotal","monetary"
"","","price_tax","float"
"","","price_total","monetary"
"","","price_unit","float"
"","","product_id","many2one"
"","","product_image","binary"
"","","product_packaging","many2one"
"","","product_uom","many2one"
"","","product_uom_qty","float"
"","","qty_delivered","float"
"","","qty_delivered_updateable","boolean"
"","","qty_invoiced","float"
"","","qty_to_invoice","float"
"","","route_id","many2one"
"","","salesman_id","many2one"
"","","sequence","integer"
"","","state","selection"
"","","task_id","many2one"
"","","tax_id","many2many"
"","","write_date","datetime"
"","","write_uid","many2one"
"sale.model_sale_report","sale.report","amt_invoiced","float"
"","","amt_to_invoice","float"
"","","analytic_account_id","many2one"
"","","categ_id","many2one"
"","","commercial_partner_id","many2one"
"","","company_id","many2one"
"","","confirmation_date","datetime"
"","","country_id","many2one"
"","","date","datetime"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","nbr","integer"
"","","partner_id","many2one"
"","","pricelist_id","many2one"
"","","price_subtotal","float"
"","","price_total","float"
"","","product_id","many2one"
"","","product_tmpl_id","many2one"
"","","product_uom","many2one"
"","","product_uom_qty","float"
"","","qty_delivered","float"
"","","qty_invoiced","float"
"","","qty_to_invoice","float"
"","","state","selection"
"","","team_id","many2one"
"","","user_id","many2one"
"","","volume","float"
"","","warehouse_id","many2one"
"","","weight","float"
"mass_mailing.model_mail_mass_mailing_test","mail.mass_mailing.test","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","email_to","char"
"","","id","integer"
"","","__last_update","datetime"
"","","mass_mailing_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"base.model_ir_server_object_lines","ir.server.object.lines","col1","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","server_id","many2one"
"","","type","selection"
"","","value","text"
"","","write_date","datetime"
"","","write_uid","many2one"
"sms.model_sms_api","sms.api","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"sms.model_sms_send_sms","sms.send_sms","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","message","text"
"","","recipients","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"utm.model_utm_source","utm.source","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","write_date","datetime"
"","","write_uid","many2one"
"crm.model_crm_stage","crm.stage","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","fold","boolean"
"","","id","integer"
"","","__last_update","datetime"
"","","legend_priority","text"
"","","name","char"
"","","on_change","boolean"
"","","probability","float"
"","","requirements","text"
"","","sequence","integer"
"","","team_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_fixed_putaway_strat","stock.fixed.putaway.strat","category_id","many2one"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","fixed_location_id","many2one"
"","","id","integer"
"","","__last_update","datetime"
"","","putaway_id","many2one"
"","","sequence","integer"
"","","write_date","datetime"
"","","write_uid","many2one"
"purchase.model_stock_move","stock.move","account_move_ids","one2many"
"","","additional","boolean"
"","","availability","float"
"","","backorder_id","many2one"
"","","company_id","many2one"
"","","create_date","datetime"
"","","created_purchase_line_id","many2one"
"","","create_uid","many2one"
"","","date","datetime"
"","","date_expected","datetime"
"","","display_name","char"
"","","group_id","many2one"
"","","has_tracking","selection"
"","","id","integer"
"","","inventory_id","many2one"
"","","is_initial_demand_editable","boolean"
"","","is_locked","boolean"
"","","is_quantity_done_editable","boolean"
"","","__last_update","datetime"
"","","location_dest_id","many2one"
"","","location_id","many2one"
"","","move_dest_ids","many2many"
"","","move_line_ids","one2many"
"","","move_line_nosuggest_ids","one2many"
"","","move_orig_ids","many2many"
"","","name","char"
"","","note","text"
"","","ordered_qty","float"
"","","origin","char"
"","","origin_returned_move_id","many2one"
"","","partner_id","many2one"
"","","picking_code","selection"
"","","picking_id","many2one"
"","","picking_partner_id","many2one"
"","","picking_type_id","many2one"
"","","price_unit","float"
"","","priority","selection"
"","","procure_method","selection"
"","","product_id","many2one"
"","","product_packaging","many2one"
"","","product_qty","float"
"","","product_tmpl_id","many2one"
"","","product_type","selection"
"","","product_uom","many2one"
"","","product_uom_qty","float"
"","","propagate","boolean"
"","","purchase_line_id","many2one"
"","","push_rule_id","many2one"
"","","quantity_done","float"
"","","reference","char"
"","","remaining_qty","float"
"","","remaining_value","float"
"","","reserved_availability","float"
"","","restrict_partner_id","many2one"
"","","returned_move_ids","one2many"
"","","route_ids","many2many"
"","","rule_id","many2one"
"","","sale_line_id","many2one"
"","","scrap_ids","one2many"
"","","scrapped","boolean"
"","","sequence","integer"
"","","show_details_visible","boolean"
"","","show_operations","boolean"
"","","show_reserved_availability","boolean"
"","","state","selection"
"","","string_availability_info","text"
"","","to_refund","boolean"
"","","value","float"
"","","warehouse_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_overprocessed_transfer","stock.overprocessed.transfer","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","overprocessed_product_name","char"
"","","picking_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_quantity_history","stock.quantity.history","compute_at_date","selection"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","date","datetime"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_return_picking_line","stock.return.picking.line","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","move_id","many2one"
"","","product_id","many2one"
"","","quantity","float"
"","","to_refund","boolean"
"","","wizard_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_scrap","stock.scrap","create_date","datetime"
"","","create_uid","many2one"
"","","date_expected","datetime"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","location_id","many2one"
"","","lot_id","many2one"
"","","move_id","many2one"
"","","name","char"
"","","origin","char"
"","","owner_id","many2one"
"","","package_id","many2one"
"","","picking_id","many2one"
"","","product_id","many2one"
"","","product_uom_id","many2one"
"","","scrap_location_id","many2one"
"","","scrap_qty","float"
"","","state","selection"
"","","tracking","selection"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_traceability_report","stock.traceability.report","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","write_date","datetime"
"","","write_uid","many2one"
"stock.model_stock_warn_insufficient_qty","stock.warn.insufficient.qty","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","location_id","many2one"
"","","product_id","many2one"
"","","quant_ids","many2many"
"stock.model_stock_warn_insufficient_qty_scrap","stock.warn.insufficient.qty.scrap","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","location_id","many2one"
"","","product_id","many2one"
"","","quant_ids","many2many"
"","","scrap_id","many2one"
"","","write_date","datetime"
"","","write_uid","many2one"
"project.model_project_tags","project.tags","color","integer"
"","","create_date","datetime"
"","","create_uid","many2one"
"","","display_name","char"
"","","id","integer"
"","","__last_update","datetime"
"","","name","char"
"","","write_date","datetime"
